,bankssts-rh,frontalpole-lh,lateraloccipital-rh,parahippocampal-lh,posteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.8492063492063492,0.03968253968253968,0.09523809523809523,0.0,0.0,0.0,0.0,0.015873015873015872
frontalpole-lh,0.032520325203252036,0.7398373983739838,0.0,0.0,0.0,0.0,0.0,0.22764227642276422
lateraloccipital-rh,0.08633093525179857,0.0,0.8776978417266187,0.007194244604316547,0.02877697841726619,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.02631578947368421,0.0,0.8421052631578947,0.13157894736842105,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.19718309859154928,0.8028169014084507,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-rh,0.0,0.1619718309859155,0.0,0.0,0.0,0.0,0.0,0.8380281690140845
