,caudalmiddlefrontal-lh,fusiform-rh,inferiortemporal-rh,insula-lh,parahippocampal-rh,parsopercularis-rh,temporalpole-lh,temporalpole-rh
caudalmiddlefrontal-lh,0.3783783783783784,0.1891891891891892,0.10810810810810811,0.0,0.06756756756756757,0.10810810810810811,0.0,0.14864864864864866
fusiform-rh,0.10377358490566038,0.25471698113207547,0.22641509433962265,0.0,0.18867924528301888,0.0,0.0,0.22641509433962265
inferiortemporal-rh,0.04424778761061947,0.18584070796460178,0.2920353982300885,0.0,0.26548672566371684,0.0,0.0,0.21238938053097345
insula-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
parahippocampal-rh,0.03125,0.16666666666666666,0.2916666666666667,0.0,0.3125,0.0,0.0,0.19791666666666666
parsopercularis-rh,0.24390243902439024,0.0,0.0,0.0,0.0,0.7317073170731707,0.0,0.024390243902439025
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.06481481481481481,0.21296296296296297,0.25925925925925924,0.0,0.21296296296296297,0.0,0.0,0.25
