,bankssts-lh,frontalpole-lh,frontalpole-rh,paracentral-rh,parahippocampal-lh,parsopercularis-lh,parsorbitalis-lh,superiorparietal-lh
bankssts-lh,0.8088235294117647,0.0,0.0,0.0,0.19117647058823528,0.0,0.0,0.0
frontalpole-lh,0.0,0.9090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.5587044534412956,0.004048582995951417,0.0,0.3076923076923077,0.0,0.12955465587044535
paracentral-rh,0.0,0.0,0.0,0.6704545454545454,0.030303030303030304,0.0,0.2727272727272727,0.026515151515151516
parahippocampal-lh,0.09364548494983277,0.04013377926421405,0.0,0.020066889632107024,0.6321070234113713,0.030100334448160536,0.020066889632107024,0.16387959866220736
parsopercularis-lh,0.0,0.0,0.22153846153846155,0.0,0.015384615384615385,0.5907692307692308,0.0,0.1723076923076923
parsorbitalis-lh,0.0,0.0,0.0,0.23693379790940766,0.03484320557491289,0.0,0.627177700348432,0.10104529616724739
superiorparietal-lh,0.0,0.0,0.10619469026548672,0.014749262536873156,0.13274336283185842,0.20058997050147492,0.061946902654867256,0.4837758112094395
