,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-lh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-rh
caudalanteriorcingulate-lh,0.7647058823529411,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.0
frontalpole-lh,0.0,0.7540983606557377,0.10655737704918032,0.13934426229508196,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.10679611650485436,0.5533980582524272,0.038834951456310676,0.0,0.009708737864077669,0.2912621359223301,0.0
medialorbitofrontal-lh,0.0,0.1,0.01818181818181818,0.8727272727272727,0.0,0.00909090909090909,0.0,0.0
parahippocampal-lh,0.14814814814814814,0.0,0.0,0.0,0.6666666666666666,0.18518518518518517,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.021897810218978103,0.0,0.13138686131386862,0.6496350364963503,0.19708029197080293,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.30357142857142855,0.0,0.0,0.20535714285714285,0.49107142857142855,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
