,frontalpole-lh,frontalpole-rh,middletemporal-lh,paracentral-lh,paracentral-rh,parahippocampal-lh,posteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.8026315789473685,0.0,0.0,0.0,0.10526315789473684,0.09210526315789473,0.0,0.0
frontalpole-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
middletemporal-lh,0.0,0.0,0.5794392523364486,0.07476635514018691,0.0,0.0,0.0,0.34579439252336447
paracentral-lh,0.0,0.0,0.05714285714285714,0.7571428571428571,0.0,0.18571428571428572,0.0,0.0
paracentral-rh,0.05309734513274336,0.0,0.0,0.0,0.5486725663716814,0.0,0.39823008849557523,0.0
parahippocampal-lh,0.09278350515463918,0.0,0.0,0.1134020618556701,0.0,0.7835051546391752,0.0,0.010309278350515464
posteriorcingulate-rh,0.0,0.0,0.0,0.0,0.425531914893617,0.010638297872340425,0.5638297872340425,0.0
temporalpole-rh,0.0,0.0,0.375,0.009615384615384616,0.0,0.0,0.0,0.6153846153846154
