,caudalmiddlefrontal-rh,frontalpole-lh,medialorbitofrontal-lh,parahippocampal-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-lh,temporalpole-rh
caudalmiddlefrontal-rh,0.43256997455470736,0.005089058524173028,0.005089058524173028,0.058524173027989825,0.11704834605597965,0.0737913486005089,0.24936386768447838,0.058524173027989825
frontalpole-lh,0.017167381974248927,0.6995708154506438,0.008583690987124463,0.11158798283261803,0.06866952789699571,0.0944206008583691,0.0,0.0
medialorbitofrontal-lh,0.0,0.004273504273504274,0.6581196581196581,0.13247863247863248,0.0,0.0,0.11538461538461539,0.08974358974358974
parahippocampal-rh,0.08333333333333333,0.07716049382716049,0.09259259259259259,0.42901234567901236,0.14814814814814814,0.16358024691358025,0.006172839506172839,0.0
posteriorcingulate-lh,0.1201923076923077,0.03125,0.0,0.10576923076923077,0.40865384615384615,0.28365384615384615,0.05048076923076923,0.0
posteriorcingulate-rh,0.07990314769975787,0.043583535108958835,0.0,0.11864406779661017,0.3099273607748184,0.43825665859564167,0.009685230024213076,0.0
rostralanteriorcingulate-lh,0.27692307692307694,0.0,0.10461538461538461,0.012307692307692308,0.052307692307692305,0.006153846153846154,0.4646153846153846,0.08307692307692308
temporalpole-rh,0.08482142857142858,0.0,0.11160714285714286,0.013392857142857142,0.0,0.0,0.11160714285714286,0.6785714285714286
