,FT9,T7,O1,T8,F1,TP7,PO3,AF8
FT9,0.4375,0.0,0.0,0.0,0.0,0.125,0.4375,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.375,0.0,0.0,0.0,0.0,0.25,0.375,0.0
PO3,0.4375,0.0,0.0,0.0,0.0,0.125,0.4375,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
