,FT9,T7,TP9,O1,F1,P5,PO7,CPz
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.35365853658536583,0.36585365853658536,0.2804878048780488,0.0,0.0
F1,0.0,0.0,0.0,0.29411764705882354,0.4803921568627451,0.22549019607843138,0.0,0.0
P5,0.0,0.0,0.0,0.3382352941176471,0.3382352941176471,0.3235294117647059,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.5384615384615384
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.625
