,P7,O1,Oz,T8,Fp2,F1,PO7,PO3
P7,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
O1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
