,Fp1,F7,TP10,FT10,AF3,F6,AF8,AF4
Fp1,0.521613832853026,0.0,0.0,0.0,0.0,0.0,0.0,0.4783861671469741
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.8836206896551724,0.0,0.11637931034482758,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.19128329297820823,0.0,0.8087167070217918,0.0
AF4,0.38571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.6142857142857143
