,bankssts-rh,cuneus-rh,frontalpole-lh,frontalpole-rh,parstriangularis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
bankssts-rh,0.46564885496183206,0.0,0.12213740458015267,0.15267175572519084,0.0,0.1297709923664122,0.12213740458015267,0.007633587786259542
cuneus-rh,0.0,0.7213114754098361,0.0,0.0,0.0,0.0,0.0,0.2786885245901639
frontalpole-lh,0.1079136690647482,0.0,0.45323741007194246,0.1223021582733813,0.0,0.15827338129496402,0.1510791366906475,0.007194244604316547
frontalpole-rh,0.17886178861788618,0.0,0.12195121951219512,0.3983739837398374,0.0,0.14634146341463414,0.14634146341463414,0.008130081300813009
parstriangularis-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.12307692307692308,0.0,0.17692307692307693,0.13846153846153847,0.0,0.38461538461538464,0.16923076923076924,0.007692307692307693
rostralanteriorcingulate-rh,0.13333333333333333,0.0,0.18095238095238095,0.1523809523809524,0.0,0.18095238095238095,0.34285714285714286,0.009523809523809525
transversetemporal-rh,0.015873015873015872,0.23809523809523808,0.015873015873015872,0.015873015873015872,0.0,0.015873015873015872,0.015873015873015872,0.6825396825396826
