,caudalanteriorcingulate-rh,entorhinal-rh,frontalpole-rh,lateralorbitofrontal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
caudalanteriorcingulate-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-rh,0.0,0.7307692307692307,0.0,0.19230769230769232,0.07692307692307693,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.16279069767441862,0.0,0.5348837209302325,0.23255813953488372,0.0,0.06976744186046512,0.0
parsorbitalis-lh,0.0,0.07017543859649122,0.0,0.24561403508771928,0.5087719298245614,0.0,0.17543859649122806,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.20833333333333334,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.11904761904761904,0.2857142857142857,0.07142857142857142,0.5238095238095238,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
