,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.3652694610778443,0.011976047904191617,0.23952095808383234,0.11377245508982035,0.1377245508982036,0.0,0.10778443113772455,0.023952095808383235
frontalpole-rh,0.0,0.6707317073170732,0.04878048780487805,0.2804878048780488,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.19047619047619047,0.031746031746031744,0.3915343915343915,0.20634920634920634,0.08994708994708994,0.0,0.06349206349206349,0.026455026455026454
medialorbitofrontal-rh,0.10714285714285714,0.16666666666666666,0.21428571428571427,0.48214285714285715,0.0,0.005952380952380952,0.0,0.023809523809523808
parahippocampal-lh,0.14,0.0,0.12666666666666668,0.0,0.42,0.0,0.18,0.13333333333333333
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.07462686567164178,0.0,0.9253731343283582,0.0,0.0
temporalpole-lh,0.15254237288135594,0.0,0.11864406779661017,0.0,0.23728813559322035,0.0,0.4915254237288136,0.0
temporalpole-rh,0.06,0.0,0.07,0.06,0.18,0.0,0.0,0.63
