,entorhinal-lh,entorhinal-rh,insula-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
entorhinal-lh,0.8606060606060606,0.0,0.03636363636363636,0.0,0.10303030303030303,0.0,0.0,0.0
entorhinal-rh,0.0,0.23037542662116042,0.1075085324232082,0.16382252559726962,0.06484641638225255,0.15358361774744028,0.14334470989761092,0.13651877133105803
insula-rh,0.003795066413662239,0.13092979127134724,0.21821631878557876,0.1555977229601518,0.14041745730550284,0.127134724857685,0.11764705882352941,0.1062618595825427
lateralorbitofrontal-lh,0.0,0.1669316375198728,0.1192368839427663,0.21462639109697934,0.09538950715421304,0.13990461049284578,0.13672496025437203,0.1271860095389507
lateralorbitofrontal-rh,0.02663934426229508,0.09016393442622951,0.16393442622950818,0.1413934426229508,0.27459016393442626,0.08401639344262295,0.0778688524590164,0.1413934426229508
rostralanteriorcingulate-lh,0.0,0.15097690941385436,0.108348134991119,0.14209591474245115,0.06571936056838366,0.19005328596802842,0.19005328596802842,0.152753108348135
rostralanteriorcingulate-rh,0.0,0.143646408839779,0.09944751381215469,0.143646408839779,0.06261510128913444,0.1860036832412523,0.20626151012891344,0.15837937384898712
temporalpole-rh,0.0,0.13286713286713286,0.08741258741258741,0.13636363636363635,0.11013986013986014,0.14160839160839161,0.1486013986013986,0.243006993006993
