,F7,FT9,FT10,F4,Fp2,AF7,AF3,AF8
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.6962616822429907,0.0,0.0,0.3037383177570093,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.5395189003436426,0.0,0.0,0.0,0.46048109965635736
Fp2,0.0,0.36,0.0,0.0,0.64,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.46735395189003437,0.0,0.0,0.0,0.5326460481099656
