,caudalmiddlefrontal-rh,inferiorparietal-rh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.13793103448275862,0.15517241379310345,0.15517241379310345,0.13793103448275862,0.017241379310344827,0.15517241379310345,0.15517241379310345,0.08620689655172414
inferiorparietal-rh,0.125,0.15625,0.15625,0.125,0.015625,0.171875,0.171875,0.078125
precentral-lh,0.125,0.15625,0.15625,0.125,0.015625,0.171875,0.171875,0.078125
rostralmiddlefrontal-lh,0.13793103448275862,0.15517241379310345,0.15517241379310345,0.13793103448275862,0.017241379310344827,0.15517241379310345,0.15517241379310345,0.08620689655172414
rostralmiddlefrontal-rh,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333
superiorfrontal-lh,0.12307692307692308,0.15384615384615385,0.15384615384615385,0.12307692307692308,0.015384615384615385,0.16923076923076924,0.18461538461538463,0.07692307692307693
superiorparietal-lh,0.12307692307692308,0.15384615384615385,0.15384615384615385,0.12307692307692308,0.015384615384615385,0.16923076923076924,0.18461538461538463,0.07692307692307693
superiortemporal-rh,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.023809523809523808,0.14285714285714285,0.14285714285714285,0.11904761904761904
