,caudalmiddlefrontal-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.1323529411764706,0.14705882352941177,0.14705882352941177,0.11764705882352941,0.04411764705882353,0.14705882352941177,0.14705882352941177,0.11764705882352941
precentral-lh,0.1267605633802817,0.15492957746478872,0.14084507042253522,0.11267605633802817,0.04225352112676056,0.14084507042253522,0.16901408450704225,0.11267605633802817
precentral-rh,0.12857142857142856,0.15714285714285714,0.14285714285714285,0.11428571428571428,0.04285714285714286,0.14285714285714285,0.15714285714285714,0.11428571428571428
rostralmiddlefrontal-lh,0.140625,0.140625,0.140625,0.125,0.046875,0.140625,0.140625,0.125
rostralmiddlefrontal-rh,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.12903225806451613,0.12903225806451613,0.12903225806451613
superiorparietal-lh,0.12857142857142856,0.15714285714285714,0.14285714285714285,0.11428571428571428,0.04285714285714286,0.14285714285714285,0.15714285714285714,0.11428571428571428
superiortemporal-lh,0.125,0.1527777777777778,0.1388888888888889,0.1111111111111111,0.041666666666666664,0.1388888888888889,0.18055555555555555,0.1111111111111111
superiortemporal-rh,0.140625,0.140625,0.140625,0.125,0.046875,0.140625,0.140625,0.125
