,bankssts-rh,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-lh,0.0,0.3280757097791798,0.2807570977917981,0.0,0.0,0.25236593059936907,0.138801261829653,0.0
caudalanteriorcingulate-rh,0.0,0.23450134770889489,0.42318059299191374,0.0,0.0,0.22371967654986524,0.11859838274932614,0.0
frontalpole-lh,0.0,0.0,0.0,0.5535714285714286,0.23015873015873015,0.0,0.0,0.21626984126984128
frontalpole-rh,0.0,0.0,0.0,0.3352112676056338,0.36901408450704226,0.0,0.0,0.29577464788732394
medialorbitofrontal-lh,0.0,0.20580474934036938,0.21372031662269128,0.0,0.0,0.46437994722955145,0.11609498680738786,0.0
rostralanteriorcingulate-lh,0.0,0.25142857142857145,0.25142857142857145,0.0,0.0,0.25142857142857145,0.24571428571428572,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.30376344086021506,0.28763440860215056,0.0,0.0,0.40860215053763443
