,caudalanteriorcingulate-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,paracentral-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.6516393442622951,0.13524590163934427,0.0,0.0,0.0,0.0,0.21311475409836064,0.0
frontalpole-rh,0.12449799196787148,0.40562248995983935,0.0,0.0,0.2248995983935743,0.04819277108433735,0.19678714859437751,0.0
insula-rh,0.0,0.0,0.4789473684210526,0.20789473684210527,0.09210526315789473,0.09210526315789473,0.0,0.12894736842105264
lateralorbitofrontal-lh,0.0,0.0,0.19103773584905662,0.3632075471698113,0.1391509433962264,0.19103773584905662,0.0,0.11556603773584906
medialorbitofrontal-lh,0.0,0.0903010033444816,0.061872909698996656,0.10535117056856187,0.33277591973244147,0.24749163879598662,0.05016722408026756,0.11204013377926421
medialorbitofrontal-rh,0.0,0.017605633802816902,0.06514084507042253,0.15316901408450703,0.25528169014084506,0.3591549295774648,0.03169014084507042,0.11795774647887323
paracentral-lh,0.1497005988023952,0.15269461077844312,0.0,0.0,0.10179640718562874,0.059880239520958084,0.5359281437125748,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.15987460815047022,0.15987460815047022,0.21003134796238246,0.21003134796238246,0.0,0.2601880877742947
