,F3,FC2,AF7,AFz,F1,F5,FC4,AF4
F3,0.5140562248995983,0.4779116465863454,0.0,0.004016064257028112,0.004016064257028112,0.0,0.0,0.0
FC2,0.4957983193277311,0.4957983193277311,0.0,0.004201680672268907,0.004201680672268907,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.4953560371517028,0.4148606811145511,0.08978328173374613,0.0,0.0
F1,0.0,0.0,0.0,0.4362745098039216,0.46895424836601307,0.09477124183006536,0.0,0.0
F5,0.0,0.0,0.0,0.19,0.19,0.4033333333333333,0.21666666666666667,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.423841059602649,0.5761589403973509,0.0
AF4,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.9444444444444444
