,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.2916666666666667,0.1875,0.0,0.10416666666666667,0.20833333333333334,0.08333333333333333,0.125,0.0
caudalmiddlefrontal-rh,0.3,0.26666666666666666,0.0,0.06666666666666667,0.16666666666666666,0.1,0.1,0.0
postcentral-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
postcentral-rh,0.125,0.09375,0.0,0.1875,0.25,0.125,0.1875,0.03125
rostralmiddlefrontal-lh,0.1956521739130435,0.13043478260869565,0.0,0.13043478260869565,0.32608695652173914,0.08695652173913043,0.13043478260869565,0.0
superiorparietal-lh,0.18518518518518517,0.18518518518518517,0.0,0.1111111111111111,0.18518518518518517,0.14814814814814814,0.14814814814814814,0.037037037037037035
superiorparietal-rh,0.16666666666666666,0.1388888888888889,0.0,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.16666666666666666,0.027777777777777776
supramarginal-lh,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.75
