,caudalmiddlefrontal-lh,inferiorparietal-rh,parstriangularis-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.29277566539923955,0.09885931558935361,0.20152091254752852,0.13688212927756654,0.13307984790874525,0.0,0.0,0.13688212927756654
inferiorparietal-rh,0.09961685823754789,0.20306513409961685,0.09961685823754789,0.18007662835249041,0.20689655172413793,0.1111111111111111,0.0,0.09961685823754789
parstriangularis-rh,0.23873873873873874,0.11261261261261261,0.22972972972972974,0.13963963963963963,0.13963963963963963,0.0,0.0,0.13963963963963963
superiorparietal-lh,0.12286689419795221,0.16040955631399317,0.10580204778156997,0.20477815699658702,0.20136518771331058,0.07167235494880546,0.0,0.13310580204778158
superiorparietal-rh,0.11538461538461539,0.16987179487179488,0.09935897435897435,0.19230769230769232,0.20833333333333334,0.08974358974358974,0.0,0.125
superiortemporal-lh,0.0,0.24369747899159663,0.0,0.17647058823529413,0.23529411764705882,0.3445378151260504,0.0,0.0
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
supramarginal-rh,0.16744186046511628,0.12093023255813953,0.14418604651162792,0.19069767441860466,0.1813953488372093,0.0,0.0,0.19534883720930232
