,Fp1,FT9,P7,O2,P4,FC6,Fp2,F6
Fp1,0.4161073825503356,0.0,0.006711409395973154,0.020134228187919462,0.0,0.0,0.2751677852348993,0.28187919463087246
FT9,0.0,0.208,0.216,0.144,0.216,0.216,0.0,0.0
P7,0.0,0.1291866028708134,0.27751196172248804,0.11961722488038277,0.2535885167464115,0.21052631578947367,0.0,0.009569377990430622
O2,0.00819672131147541,0.16393442622950818,0.22131147540983606,0.22131147540983606,0.18032786885245902,0.1721311475409836,0.0,0.03278688524590164
P4,0.0,0.13917525773195877,0.25257731958762886,0.10309278350515463,0.27835051546391754,0.2268041237113402,0.0,0.0
FC6,0.0,0.15517241379310345,0.2413793103448276,0.10919540229885058,0.25287356321839083,0.2413793103448276,0.0,0.0
Fp2,0.34959349593495936,0.0,0.0,0.008130081300813009,0.0,0.0,0.3333333333333333,0.3089430894308943
F6,0.3125,0.0,0.03125,0.046875,0.0,0.0,0.2734375,0.3359375
