,Fp1,F8,Fp2,AF7,AF3,F6,AF8,AF4
Fp1,0.5185185185185185,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.4962962962962963,0.5037037037037037,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.9848484848484849,0.015151515151515152,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
