,Fp1,FT9,TP9,P3,Fp2,AF7,AFz,AF8
Fp1,0.24390243902439024,0.0,0.0,0.0,0.25203252032520324,0.25203252032520324,0.25203252032520324,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.5555555555555556
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.15816326530612246,0.0,0.0,0.0,0.33163265306122447,0.17346938775510204,0.336734693877551,0.0
AF7,0.2230769230769231,0.0,0.0,0.0,0.26153846153846155,0.25384615384615383,0.26153846153846155,0.0
AFz,0.13025210084033614,0.0,0.0,0.0,0.2773109243697479,0.14285714285714285,0.4495798319327731,0.0
AF8,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
