,caudalmiddlefrontal-lh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
parstriangularis-rh,0.12082670906200318,0.12559618441971382,0.12559618441971382,0.12559618441971382,0.12559618441971382,0.12559618441971382,0.12559618441971382,0.12559618441971382
precentral-rh,0.11515151515151516,0.12121212121212122,0.12878787878787878,0.12878787878787878,0.12272727272727273,0.12878787878787878,0.12878787878787878,0.12575757575757576
rostralmiddlefrontal-lh,0.11275964391691394,0.11869436201780416,0.12759643916913946,0.13798219584569732,0.1201780415430267,0.129080118694362,0.13056379821958458,0.12314540059347182
rostralmiddlefrontal-rh,0.11949685534591195,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.12578616352201258
superiorfrontal-lh,0.1144578313253012,0.12048192771084337,0.12951807228915663,0.12951807228915663,0.12198795180722892,0.12951807228915663,0.12951807228915663,0.125
superiortemporal-rh,0.11394302848575712,0.1199400299850075,0.12893553223388307,0.13043478260869565,0.12143928035982009,0.13043478260869565,0.13043478260869565,0.12443778110944528
supramarginal-lh,0.11746522411128284,0.12364760432766615,0.1267387944358578,0.1267387944358578,0.125193199381762,0.1267387944358578,0.1267387944358578,0.1267387944358578
