,Fp1,FT9,Oz,F4,F8,F5,PO8,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.5849056603773585,0.0,0.0,0.0,0.41509433962264153,0.0,0.0
Oz,0.0,0.0,0.3804347826086957,0.0,0.0,0.0,0.2826086956521739,0.33695652173913043
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.5116279069767442,0.0,0.0,0.0,0.4883720930232558,0.0,0.0
PO8,0.0,0.0,0.33766233766233766,0.0,0.0,0.0,0.3246753246753247,0.33766233766233766
AF8,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.2988505747126437,0.367816091954023
