,TP9,Oz,O2,FT10,F4,F8,Fp2,AF4
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.5277777777777778,0.0,0.0,0.4722222222222222,0.0,0.0,0.0
O2,0.0,0.0,0.323943661971831,0.0,0.0,0.0,0.3380281690140845,0.3380281690140845
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.36585365853658536,0.0,0.0,0.6341463414634146,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.25806451612903225,0.0,0.0,0.0,0.3655913978494624,0.3763440860215054
AF4,0.0,0.0,0.20869565217391303,0.0,0.0,0.0,0.2956521739130435,0.4956521739130435
