,Fp1,FT9,Oz,O2,FT10,Fp2,PO4,P6
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.6705882352941176,0.0,0.17647058823529413,0.0,0.0,0.15294117647058825,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.375,0.0,0.35,0.0,0.0,0.275,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PO4,0.0,0.34210526315789475,0.0,0.34210526315789475,0.0,0.0,0.3157894736842105,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
