,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
parsopercularis-lh,0.3333333333333333,0.16666666666666666,0.0,0.0,0.15151515151515152,0.16666666666666666,0.18181818181818182,0.0
parstriangularis-rh,0.14705882352941177,0.29411764705882354,0.0,0.0,0.10294117647058823,0.25,0.20588235294117646,0.0
postcentral-rh,0.0,0.0,0.4489795918367347,0.10204081632653061,0.0,0.0,0.0,0.4489795918367347
superiorfrontal-lh,0.0,0.0,0.22727272727272727,0.5454545454545454,0.0,0.0,0.0,0.22727272727272727
superiorfrontal-rh,0.12307692307692308,0.1076923076923077,0.0,0.0,0.4307692307692308,0.2,0.13846153846153847,0.0
superiortemporal-lh,0.13157894736842105,0.21052631578947367,0.0,0.0,0.18421052631578946,0.2894736842105263,0.18421052631578946,0.0
superiortemporal-rh,0.15584415584415584,0.2077922077922078,0.0,0.0,0.12987012987012986,0.23376623376623376,0.2727272727272727,0.0
supramarginal-rh,0.0,0.0,0.4444444444444444,0.09259259259259259,0.0,0.0,0.0,0.46296296296296297
