,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
parsopercularis-lh,0.18181818181818182,0.18181818181818182,0.0,0.0,0.21212121212121213,0.21212121212121213,0.21212121212121213,0.0
parstriangularis-rh,0.18181818181818182,0.18181818181818182,0.0,0.0,0.21212121212121213,0.21212121212121213,0.21212121212121213,0.0
postcentral-rh,0.0,0.0,0.45,0.125,0.0,0.0,0.0,0.425
superiorfrontal-lh,0.0,0.0,0.35714285714285715,0.2857142857142857,0.0,0.0,0.0,0.35714285714285715
superiorfrontal-rh,0.16129032258064516,0.16129032258064516,0.0,0.0,0.25806451612903225,0.22580645161290322,0.1935483870967742,0.0
superiortemporal-lh,0.16666666666666666,0.16666666666666666,0.0,0.0,0.21428571428571427,0.23809523809523808,0.21428571428571427,0.0
superiortemporal-rh,0.17073170731707318,0.17073170731707318,0.0,0.0,0.1951219512195122,0.24390243902439024,0.21951219512195122,0.0
supramarginal-rh,0.0,0.0,0.45454545454545453,0.11363636363636363,0.0,0.0,0.0,0.4318181818181818
