,insula-rh,isthmuscingulate-lh,middletemporal-lh,parsorbitalis-rh,parstriangularis-rh,pericalcarine-rh,temporalpole-rh,transversetemporal-rh
insula-rh,0.5897435897435898,0.02564102564102564,0.0,0.1282051282051282,0.0,0.0,0.2564102564102564,0.0
isthmuscingulate-lh,0.0,0.84375,0.0,0.15625,0.0,0.0,0.0,0.0
middletemporal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.08571428571428572,0.2,0.0,0.6285714285714286,0.0,0.08571428571428572,0.0,0.0
parstriangularis-rh,0.0,0.0,0.0,0.0,0.48,0.18,0.0,0.34
pericalcarine-rh,0.0,0.0,0.0,0.02040816326530612,0.2653061224489796,0.42857142857142855,0.0,0.2857142857142857
temporalpole-rh,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.3673469387755102,0.20408163265306123,0.0,0.42857142857142855
