,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,parsorbitalis-lh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
caudalanteriorcingulate-lh,0.6,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.0
frontalpole-lh,0.027777777777777776,0.25,0.2222222222222222,0.0,0.0,0.25,0.25,0.0
frontalpole-rh,0.02666666666666667,0.22666666666666666,0.29333333333333333,0.0,0.0,0.22666666666666666,0.22666666666666666,0.0
parsorbitalis-lh,0.20689655172413793,0.0,0.0,0.7931034482758621,0.0,0.0,0.0,0.0
pericalcarine-lh,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1
rostralanteriorcingulate-lh,0.027777777777777776,0.25,0.2222222222222222,0.0,0.0,0.25,0.25,0.0
rostralanteriorcingulate-rh,0.02631578947368421,0.25,0.2236842105263158,0.0,0.0,0.25,0.25,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.8181818181818182
