,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.28225806451612906,0.06451612903225806,0.12096774193548387,0.06451612903225806,0.20967741935483872,0.12903225806451613,0.12903225806451613,0.0
caudalmiddlefrontal-rh,0.16666666666666666,0.1875,0.16666666666666666,0.16666666666666666,0.10416666666666667,0.10416666666666667,0.10416666666666667,0.0
rostralmiddlefrontal-lh,0.11811023622047244,0.06299212598425197,0.2992125984251969,0.11023622047244094,0.11023622047244094,0.1732283464566929,0.12598425196850394,0.0
rostralmiddlefrontal-rh,0.10126582278481013,0.11392405063291139,0.12658227848101267,0.5189873417721519,0.02531645569620253,0.02531645569620253,0.08860759493670886,0.0
superiorparietal-rh,0.2,0.041666666666666664,0.1,0.0,0.3416666666666667,0.16666666666666666,0.15,0.0
superiortemporal-lh,0.12173913043478261,0.043478260869565216,0.1826086956521739,0.0,0.16521739130434782,0.30434782608695654,0.1826086956521739,0.0
superiortemporal-rh,0.12195121951219512,0.04065040650406504,0.12195121951219512,0.04065040650406504,0.14634146341463414,0.18699186991869918,0.34146341463414637,0.0
supramarginal-lh,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.9354838709677419
