,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
inferiorparietal-rh,0.15508021390374332,0.16042780748663102,0.0481283422459893,0.1443850267379679,0.15508021390374332,0.016042780748663103,0.16042780748663102,0.16042780748663102
parsopercularis-lh,0.15217391304347827,0.15760869565217392,0.04891304347826087,0.14673913043478262,0.15217391304347827,0.016304347826086956,0.16304347826086957,0.16304347826086957
parstriangularis-rh,0.13846153846153847,0.13846153846153847,0.12307692307692308,0.13846153846153847,0.13846153846153847,0.046153846153846156,0.13846153846153847,0.13846153846153847
rostralmiddlefrontal-lh,0.15606936416184972,0.15606936416184972,0.05202312138728324,0.15028901734104047,0.15606936416184972,0.017341040462427744,0.15606936416184972,0.15606936416184972
superiorfrontal-rh,0.15789473684210525,0.15789473684210525,0.04736842105263158,0.14210526315789473,0.15789473684210525,0.015789473684210527,0.1631578947368421,0.15789473684210525
superiorparietal-rh,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.08695652173913043,0.13043478260869565,0.13043478260869565
superiortemporal-lh,0.15463917525773196,0.15463917525773196,0.04639175257731959,0.13917525773195877,0.15463917525773196,0.015463917525773196,0.17010309278350516,0.16494845360824742
superiortemporal-rh,0.15053763440860216,0.15591397849462366,0.04838709677419355,0.14516129032258066,0.15053763440860216,0.016129032258064516,0.16666666666666666,0.16666666666666666
