,FT9,Oz,O2,FT10,Fp2,PO4,P6,FC4
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.4782608695652174,0.0,0.34782608695652173,0.0,0.0,0.0,0.17391304347826086
O2,0.0,0.0,0.7142857142857143,0.0,0.0,0.2857142857142857,0.0,0.0
FT10,0.0,0.45,0.0,0.35,0.0,0.0,0.0,0.2
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.38461538461538464,0.0,0.3076923076923077,0.0,0.0,0.0,0.3076923076923077
