,FT9,Oz,O2,FT10,Fp2,PO4,P6,FC4
FT9,0.5555555555555556,0.0,0.19444444444444445,0.0,0.0,0.25,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.35,0.0,0.3,0.0,0.0,0.35,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.65,0.0,0.15,0.2
PO4,0.391304347826087,0.0,0.2608695652173913,0.0,0.0,0.34782608695652173,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.2727272727272727,0.36363636363636365
FC4,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.25,0.3333333333333333
