,TP9,O1,Oz,O2,FT10,Fp2,PO7,AF4
TP9,0.29411764705882354,0.0,0.0,0.35294117647058826,0.35294117647058826,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
O2,0.13636363636363635,0.0,0.0,0.4090909090909091,0.45454545454545453,0.0,0.0,0.0
FT10,0.11764705882352941,0.0,0.0,0.39215686274509803,0.49019607843137253,0.0,0.0,0.0
Fp2,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
