,Fp1,FT9,T7,FT10,AF3,F5,PO8,AF8
Fp1,0.25,0.0,0.375,0.0,0.0,0.0,0.375,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.18181818181818182,0.0,0.36363636363636365,0.0,0.0,0.0,0.45454545454545453,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.48
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.1,0.0,0.2,0.0,0.0,0.0,0.7,0.0
AF8,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.48
