,TP9,O1,Oz,O2,FT10,Fp2,PO7,AF4
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.3157894736842105,0.3684210526315789
Oz,0.0,0.0,0.5,0.0,0.375,0.125,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.5,0.0,0.375,0.125,0.0,0.0
Fp2,0.0,0.0,0.4,0.0,0.4,0.2,0.0,0.0
PO7,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.3157894736842105,0.3684210526315789
AF4,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.29411764705882354,0.4117647058823529
