,Fp1,T7,TP9,TP10,Fp2,AF7,PO4,AF8
Fp1,0.3333333333333333,0.0,0.38095238095238093,0.0,0.2857142857142857,0.0,0.0,0.0
T7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.13953488372093023,0.0,0.4418604651162791,0.3023255813953488,0.11627906976744186,0.0,0.0,0.0
TP10,0.0,0.0,0.3793103448275862,0.6206896551724138,0.0,0.0,0.0,0.0
Fp2,0.35,0.0,0.35,0.0,0.3,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
