,cuneus-rh,lateraloccipital-rh,medialorbitofrontal-rh,parsorbitalis-lh,pericalcarine-lh,pericalcarine-rh,temporalpole-rh,transversetemporal-rh
cuneus-rh,0.4027777777777778,0.16666666666666666,0.0,0.10069444444444445,0.18055555555555555,0.1284722222222222,0.0,0.020833333333333332
lateraloccipital-rh,0.16083916083916083,0.34965034965034963,0.0,0.0,0.23776223776223776,0.16083916083916083,0.0,0.09090909090909091
medialorbitofrontal-rh,0.0,0.0,0.84375,0.0,0.06944444444444445,0.0,0.08680555555555555,0.0
parsorbitalis-lh,0.17034700315457413,0.0,0.0,0.6056782334384858,0.0,0.04416403785488959,0.11041009463722397,0.0694006309148265
pericalcarine-lh,0.18850987432675045,0.2585278276481149,0.025134649910233394,0.0,0.41831238779174146,0.09874326750448834,0.0,0.010771992818671455
pericalcarine-rh,0.12457912457912458,0.1414141414141414,0.0,0.026936026936026935,0.07912457912457913,0.4377104377104377,0.0,0.19023569023569023
temporalpole-rh,0.0,0.0,0.12236286919831224,0.13924050632911392,0.0,0.0,0.7172995780590717,0.02109704641350211
transversetemporal-rh,0.027777777777777776,0.12777777777777777,0.0,0.06666666666666667,0.011111111111111112,0.30277777777777776,0.030555555555555555,0.43333333333333335
