,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.2727272727272727,0.11363636363636363,0.1590909090909091,0.0,0.29545454545454547,0.0,0.13636363636363635,0.022727272727272728
caudalmiddlefrontal-rh,0.17142857142857143,0.2857142857142857,0.17142857142857143,0.0,0.17142857142857143,0.0,0.17142857142857143,0.02857142857142857
parsopercularis-lh,0.1951219512195122,0.12195121951219512,0.3170731707317073,0.0,0.1951219512195122,0.0,0.14634146341463414,0.024390243902439025
parstriangularis-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.22641509433962265,0.09433962264150944,0.1320754716981132,0.0,0.41509433962264153,0.0,0.11320754716981132,0.018867924528301886
rostralmiddlefrontal-rh,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
superiorparietal-lh,0.13725490196078433,0.09803921568627451,0.13725490196078433,0.0,0.13725490196078433,0.0196078431372549,0.45098039215686275,0.0196078431372549
superiortemporal-rh,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091
