,frontalpole-lh,fusiform-lh,insula-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-rh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.0,0.3218884120171674,0.11587982832618025,0.21030042918454936,0.2145922746781116,0.09871244635193133,0.03862660944206009,0.0
insula-lh,0.0,0.2571428571428571,0.7428571428571429,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.14506172839506173,0.0,0.33024691358024694,0.24074074074074073,0.16358024691358025,0.12037037037037036,0.0
lingual-lh,0.0,0.15151515151515152,0.0,0.23636363636363636,0.28484848484848485,0.18484848484848485,0.14242424242424243,0.0
parahippocampal-lh,0.0,0.08045977011494253,0.0,0.19540229885057472,0.2260536398467433,0.2720306513409962,0.2260536398467433,0.0
parahippocampal-rh,0.0,0.020895522388059702,0.0,0.11044776119402985,0.13432835820895522,0.1701492537313433,0.564179104477612,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
