,F7,TP9,P8,F8,AF7,AFz,TP8,FT8
F7,0.8252427184466019,0.0,0.0,0.0,0.05825242718446602,0.11650485436893204,0.0,0.0
TP9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.35,0.0,0.0,0.0,0.3,0.35,0.0,0.0
AFz,0.4,0.0,0.0,0.0,0.2,0.4,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
