,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
frontalpole-lh,0.5224111282843895,0.1205564142194745,0.0,0.00463678516228748,0.07650695517774343,0.14605873261205565,0.12982998454404945,0.0
frontalpole-rh,0.13125512715340443,0.33962264150943394,0.0,0.051681706316652996,0.09598031173092698,0.16324856439704677,0.21821164889253486,0.0
insula-rh,0.0,0.0,0.31277258566978194,0.2161993769470405,0.18317757009345795,0.03302180685358255,0.04735202492211838,0.20747663551401868
lateralorbitofrontal-rh,0.0022002200220022,0.0352035203520352,0.19416941694169418,0.2722772277227723,0.2222222222222222,0.0297029702970297,0.08745874587458746,0.15676567656765678
medialorbitofrontal-rh,0.04752376188094047,0.05952976488244122,0.1520760380190095,0.2046023011505753,0.28264132066033015,0.03451725862931466,0.10705352676338169,0.112056028014007
rostralanteriorcingulate-lh,0.14748784440842788,0.14991896272285252,0.04294975688816856,0.04294975688816856,0.04781199351701783,0.3833063209076175,0.11588330632090761,0.06969205834683954
rostralanteriorcingulate-rh,0.10911345319280844,0.16553006819590824,0.05083694978301302,0.10105393676379418,0.13205207687538748,0.09733415995040298,0.31680099194048356,0.02727836329820211
transversetemporal-rh,0.0,0.0,0.20487195502810743,0.17426608369768895,0.13616489693941286,0.04934415990006246,0.023735165521549032,0.41161773891317927
