,Fp1,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.034307462833492765,0.0,0.0187207488299532,0.0046801872074883,0.0187207488299532,0.017146776406035666,0.019406619886194625,0.02173280346851734,0.0,0.03499333388973419,0.015506463879954375,0.0,0.01783264746227709,0.0,0.0,0.01646090534979424,0.01783264746227709,0.0171606864274571,0.0,0.03371575192225796,0.0171606864274571,0.0,0.0027434842249657062,0.0124804992199688,0.0006858710562414266,0.0,0.0171606864274571,0.015089163237311385,0.01794071762870515,0.0015600624024961,0.01646090534979424,0.035867525235988865,0.0,0.02816137336851499,0.0187207488299532,0.0,0.03518165417974744,0.01783264746227709,0.0,0.0,0.01794071762870515,0.0,0.021046932412275916,0.0,0.0171606864274571,0.014040561622464899,0.03499333388973419,0.01170046801872075,0.0109204368174727,0.034213302688486144,0.03352743163224471,0.01646090534979424,0.03343327148723809,0.03655339629223029,0.03518165417974744,0.03508749403474082,0.01783264746227709,0.01646090534979424,0.01861267866352514,0.01783264746227709,0.035867525235988865,0.015089163237311385,0.00078003120124805
Fz,0.0,0.03111075018152635,0.015706806282722512,0.020816295333817403,0.015706806282722512,0.013868613138686132,0.005235602094240838,0.0021897810218978104,0.033225054457904996,0.0,0.014397905759162303,0.031035273436007184,0.016058394160583942,0.033225054457904996,0.032495127450605725,0.017518248175182483,0.016788321167883213,0.017166660297321053,0.02980184965796614,0.0,0.015706806282722512,0.03257060419612489,0.017870791454885925,0.01935644131921886,0.029726372912446973,0.03257060419612489,0.017166660297321053,0.016788321167883213,0.015706806282722512,0.025195857377613023,0.016788321167883213,0.0,0.032495127450605725,0.00072992700729927,0.015706806282722512,0.031261703672564686,0.0,0.013138686131386862,0.030305346428707913,0.031035273436007184,0.015706806282722512,0.033225054457904996,0.00291970802919708,0.03038082317422708,0.01447338250468147,0.015706806282722512,0.0,0.016436733290021783,0.020086368326518132,0.0,0.0,0.014598540145985401,0.0,0.0,0.0,0.0,0.013138686131386862,0.016788321167883213,0.004379562043795621,0.015328467153284672,0.0,0.016788321167883213,0.029575419421408643
F3,0.016272189349112426,0.015521135972984896,0.03391528878477662,0.020601679317321,0.03391528878477662,0.0,0.023535540986598928,0.0029585798816568047,0.015424164524421594,0.016272189349112426,0.027452426948175415,0.016163809494835795,0.0007396449704142012,0.016066838046272493,0.016066838046272493,0.0,0.0,0.035297607277041725,0.014138817480719794,0.019230769230769232,0.03159938242497072,0.014781491002570694,0.0038560411311053984,0.030217063932705616,0.014138817480719794,0.014781491002570694,0.034654933755190825,0.0,0.03391528878477662,0.017643099435664198,0.0,0.01849112426035503,0.015424164524421594,0.010355029585798817,0.03381831733621332,0.014138817480719794,0.01849112426035503,0.0,0.016163809494835795,0.016806483016686694,0.03307867236579912,0.015424164524421594,0.0029585798816568047,0.014781491002570694,0.03336958671148903,0.028640802543313915,0.016272189349112426,0.02642186763207131,0.028737773991877213,0.015532544378698224,0.015532544378698224,0.0007396449704142012,0.014053254437869823,0.019970414201183433,0.01849112426035503,0.017011834319526627,0.0,0.0,0.0007396449704142012,0.0,0.01849112426035503,0.0,0.016903454465249997
FT9,0.005208333333333333,0.026500241002570694,0.02193458119108826,0.03235124785775492,0.02193458119108826,0.006510416666666667,0.012294478363324764,0.0,0.025840831191088258,0.005208333333333333,0.019347150814053127,0.027142914524421594,0.01171875,0.026483504712939157,0.02518142137960583,0.010416666666666666,0.009114583333333334,0.026483504712939157,0.02455548414738646,0.0078125,0.021275171379605825,0.02519815766923736,0.00906437446443873,0.029747081191088258,0.02064923414738646,0.02519815766923736,0.025840831191088258,0.009114583333333334,0.023236664524421594,0.02844499785775493,0.009114583333333334,0.006510416666666667,0.02453874785775493,0.0026041666666666665,0.02257725471293916,0.02455548414738646,0.006510416666666667,0.0026041666666666665,0.027142914524421594,0.027785588046272493,0.021275171379605825,0.025840831191088258,0.0,0.021291907669237362,0.023253400814053127,0.021275171379605825,0.005208333333333333,0.01867100471293916,0.031049164524421594,0.005208333333333333,0.005208333333333333,0.01171875,0.005208333333333333,0.0078125,0.006510416666666667,0.005208333333333333,0.005208333333333333,0.009114583333333334,0.0026041666666666665,0.006510416666666667,0.006510416666666667,0.009114583333333334,0.02844499785775493
FC5,0.016272189349112426,0.015521135972984896,0.03391528878477662,0.020601679317321,0.03391528878477662,0.0,0.023535540986598928,0.0029585798816568047,0.015424164524421594,0.016272189349112426,0.027452426948175415,0.016163809494835795,0.0007396449704142012,0.016066838046272493,0.016066838046272493,0.0,0.0,0.035297607277041725,0.014138817480719794,0.019230769230769232,0.03159938242497072,0.014781491002570694,0.0038560411311053984,0.030217063932705616,0.014138817480719794,0.014781491002570694,0.034654933755190825,0.0,0.03391528878477662,0.017643099435664198,0.0,0.01849112426035503,0.015424164524421594,0.010355029585798817,0.03381831733621332,0.014138817480719794,0.01849112426035503,0.0,0.016163809494835795,0.016806483016686694,0.03307867236579912,0.015424164524421594,0.0029585798816568047,0.014781491002570694,0.03336958671148903,0.028640802543313915,0.016272189349112426,0.02642186763207131,0.028737773991877213,0.015532544378698224,0.015532544378698224,0.0007396449704142012,0.014053254437869823,0.019970414201183433,0.01849112426035503,0.017011834319526627,0.0,0.0,0.0007396449704142012,0.0,0.01849112426035503,0.0,0.016903454465249997
FC1,0.017146776406035666,0.012441679626749611,0.0,0.0023328149300155523,0.0,0.04514055556622229,0.0006858710562414266,0.023275882298980047,0.014774494556765163,0.01783264746227709,0.0006858710562414266,0.01166407465007776,0.030274327089026703,0.014774494556765163,0.015552099533437015,0.0312353999065594,0.03338474699571411,0.0,0.02177293934681182,0.01577503429355281,0.0,0.014774494556765163,0.021406003665090125,0.0,0.018570785519693992,0.014774494556765163,0.0,0.030641262770748398,0.0,0.005443234836702955,0.032790609859903105,0.017146776406035666,0.016329704510108865,0.018793720279809793,0.0,0.013996889580093312,0.01646090534979424,0.03649516690240151,0.01088646967340591,0.01166407465007776,0.0,0.014774494556765163,0.02336761621941047,0.017884914463452566,0.0,0.0,0.01783264746227709,0.0023328149300155523,0.0,0.01783264746227709,0.017146776406035666,0.02734737502320015,0.01783264746227709,0.01783264746227709,0.01646090534979424,0.017146776406035666,0.03805037685574521,0.03201300488323126,0.03727277187907336,0.035717561925729654,0.017146776406035666,0.03297407770076395,0.01010886469673406
C3,0.019762196673529343,0.010365726711235514,0.02995905526382752,0.016289990515626084,0.02995905526382752,0.003215434083601286,0.035670498970598444,0.00681255638575956,0.011254019292604502,0.019762196673529343,0.02170764995720465,0.011973443753036156,0.0039348585440329405,0.012861736334405145,0.012861736334405145,0.003215434083601286,0.003215434083601286,0.03084734784519651,0.014469453376205787,0.02352818709662495,0.028689074463901548,0.00964630225080386,0.01607717041800643,0.02492308404080594,0.008038585209003215,0.00964630225080386,0.029239630803395866,0.003215434083601286,0.02995905526382752,0.013412292673899467,0.003215434083601286,0.021920470054824306,0.011254019292604502,0.014006800990076108,0.03084734784519651,0.014469453376205787,0.021920470054824306,0.003215434083601286,0.011973443753036156,0.013581160794836799,0.030127923384764856,0.011254019292604502,0.00681255638575956,0.00964630225080386,0.032455064886997155,0.025811376622174927,0.019762196673529343,0.023653103240879964,0.02348423511994263,0.01904277221309769,0.01904277221309769,0.0039348585440329405,0.01760392329223438,0.02263989451525596,0.021920470054824306,0.020481621133960997,0.003215434083601286,0.003215434083601286,0.0039348585440329405,0.003215434083601286,0.021920470054824306,0.003215434083601286,0.01269286821346781
T7,0.028869111309726123,0.0014749262536873156,0.01032448377581121,0.0,0.01032448377581121,0.02591925880235149,0.012510647582841341,0.035480053877818205,0.004424778761061947,0.02958034886306894,0.012510647582841341,0.0,0.01925586508725773,0.004424778761061947,0.0058997050147492625,0.020783242487946725,0.023680643848319676,0.008849557522123894,0.007374631268436578,0.02597170994935317,0.011799410029498525,0.004424778761061947,0.010983270182152343,0.004424778761061947,0.008085868821779394,0.004424778761061947,0.008849557522123894,0.02083569363494841,0.01032448377581121,0.0,0.02225816874163404,0.027394185056038807,0.0058997050147492625,0.03258265251744525,0.011799410029498525,0.0029498525073746312,0.026682947502695988,0.026630496355694307,0.0,0.0,0.011799410029498525,0.004424778761061947,0.03619129143116102,0.007374631268436578,0.008849557522123894,0.011799410029498525,0.02958034886306894,0.016224188790560472,0.0029498525073746312,0.02958034886306894,0.028869111309726123,0.016358463726884778,0.02958034886306894,0.028105422609381623,0.026682947502695988,0.030291586416411755,0.026630496355694307,0.02225816874163404,0.028105422609381623,0.025155570102006992,0.028869111309726123,0.022310619888635724,0.0
TP9,0.0,0.029570223396936893,0.015424164524421594,0.01964951663709765,0.015424164524421594,0.014788732394366197,0.005784061696658098,0.0035211267605633804,0.03232557297512582,0.0,0.014138817480719794,0.029508671566675117,0.014788732394366197,0.032968246496976716,0.03367247184908939,0.016901408450704224,0.017605633802816902,0.016771063398385168,0.03104022593142402,0.0,0.016066838046272493,0.03168289945327492,0.019348998877584272,0.018241065932872298,0.030336000579311344,0.03168289945327492,0.01612838987653427,0.017605633802816902,0.015424164524421594,0.023874868749773705,0.017605633802816902,0.0,0.0330297983272385,0.002112676056338028,0.016066838046272493,0.030336000579311344,0.0,0.014084507042253521,0.028804446214562438,0.030151345088526016,0.016066838046272493,0.03232557297512582,0.004225352112676056,0.030978674101162243,0.014138817480719794,0.016066838046272493,0.0,0.01817951410261052,0.018945291284984973,0.0,0.0,0.013380281690140845,0.0,0.0,0.0,0.0,0.014084507042253521,0.017605633802816902,0.005633802816901409,0.01619718309859155,0.0,0.017605633802816902,0.028100220862449763
CP5,0.03386359440999859,0.0,0.019083969465648856,0.004580152671755725,0.019083969465648856,0.017069701280227598,0.019031848240365717,0.021597732726700184,0.0,0.03457483196334141,0.015215054347235945,0.0,0.017780938833570414,0.0,0.0,0.016358463726884778,0.017780938833570414,0.017557251908396947,0.0,0.033967836860564864,0.016793893129770993,0.0,0.0021337126600284497,0.012977099236641221,0.0007112375533428165,0.0,0.017557251908396947,0.014935988620199146,0.0183206106870229,0.0015267175572519084,0.016358463726884778,0.03615367074587646,0.0,0.02780884540627409,0.0183206106870229,0.0,0.03544243319253364,0.017780938833570414,0.0,0.0,0.017557251908396947,0.0,0.022308970280043,0.0,0.017557251908396947,0.013740458015267175,0.03457483196334141,0.011450381679389313,0.011450381679389313,0.03381147318471545,0.03310023563137264,0.016358463726884778,0.0330481144060895,0.03686490829921927,0.03544243319253364,0.036049428295310174,0.017780938833570414,0.016358463726884778,0.018544297612196368,0.017780938833570414,0.03615367074587646,0.014935988620199146,0.0007633587786259542
