,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,supramarginal-rh
parsopercularis-lh,0.5517241379310345,0.06896551724137931,0.0,0.06896551724137931,0.0,0.13793103448275862,0.1724137931034483,0.0
parstriangularis-rh,0.017699115044247787,0.23008849557522124,0.13274336283185842,0.11504424778761062,0.1415929203539823,0.12389380530973451,0.10619469026548672,0.13274336283185842
rostralmiddlefrontal-lh,0.0,0.09090909090909091,0.23484848484848486,0.09848484848484848,0.12878787878787878,0.1590909090909091,0.11363636363636363,0.17424242424242425
rostralmiddlefrontal-rh,0.018018018018018018,0.10810810810810811,0.15315315315315314,0.21621621621621623,0.11711711711711711,0.15315315315315314,0.09009009009009009,0.14414414414414414
superiorfrontal-rh,0.0,0.1206896551724138,0.16379310344827586,0.07758620689655173,0.19827586206896552,0.14655172413793102,0.13793103448275862,0.15517241379310345
superiorparietal-rh,0.03333333333333333,0.08666666666666667,0.16666666666666666,0.09333333333333334,0.12666666666666668,0.18666666666666668,0.14,0.16666666666666666
superiortemporal-lh,0.04504504504504504,0.10810810810810811,0.14414414414414414,0.08108108108108109,0.14414414414414414,0.17117117117117117,0.18018018018018017,0.12612612612612611
supramarginal-rh,0.0,0.09352517985611511,0.18705035971223022,0.10071942446043165,0.14388489208633093,0.17985611510791366,0.10071942446043165,0.19424460431654678
