,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
parsopercularis-lh,0.43137254901960786,0.09803921568627451,0.0,0.09803921568627451,0.17647058823529413,0.0,0.0,0.19607843137254902
parstriangularis-rh,0.06666666666666667,0.23809523809523808,0.0761904761904762,0.20952380952380953,0.13333333333333333,0.06666666666666667,0.0,0.20952380952380953
rostralmiddlefrontal-lh,0.0,0.0945945945945946,0.3108108108108108,0.08108108108108109,0.0945945945945946,0.21621621621621623,0.0945945945945946,0.10810810810810811
rostralmiddlefrontal-rh,0.06481481481481481,0.2222222222222222,0.07407407407407407,0.28703703703703703,0.09259259259259259,0.09259259259259259,0.009259259259259259,0.1574074074074074
superiorparietal-rh,0.07,0.13,0.09,0.09,0.27,0.1,0.04,0.21
superiortemporal-lh,0.0,0.09523809523809523,0.2261904761904762,0.11904761904761904,0.09523809523809523,0.2976190476190476,0.07142857142857142,0.09523809523809523
superiortemporal-rh,0.0,0.0,0.1282051282051282,0.0,0.10256410256410256,0.05128205128205128,0.6410256410256411,0.07692307692307693
supramarginal-rh,0.0784313725490196,0.17647058823529413,0.08823529411764706,0.12745098039215685,0.17647058823529413,0.058823529411764705,0.029411764705882353,0.2647058823529412
