,F7,C3,P3,AF7,C5,PO7,PO3,F2
F7,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
C3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.45454545454545453,0.0,0.0,0.5454545454545454,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.3157894736842105,0.0,0.0,0.6842105263157895,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334
