,F7,TP9,P8,F8,TP8,FT8,AF4,F2
F7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.35294117647058826,0.0,0.3235294117647059,0.0,0.0,0.0,0.3235294117647059
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.3,0.0,0.35,0.0,0.0,0.0,0.35
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.2823529411764706,0.0,0.3411764705882353,0.0,0.0,0.0,0.3764705882352941
