,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.294490095329377,0.0,0.01132404181184669,0.018119277625040987,0.02700348432055749,0.0,0.0034901758014477765,0.013066202090592335,0.01421923474663909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004782833505687694,0.0,0.0,0.0,0.010858324715615306,0.0,0.008014477766287487,0.0,0.01016260162601626,0.0,0.0,0.2435068347211763,0.03469802555168409,0.0,0.15542534894251292,0.0,0.01088850174216028,0.0,0.0,0.0024560496380558426,0.0,0.014089968976215098,0.0,0.0029731127197518098,0.0,0.0,0.0,0.0156794425087108,0.0,0.03692872336464538,0.007885211995863495,0.006823461091753775,0.04512966813077792,0.007984901277584205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.1497111074451039,0.0,0.0,0.005689176688251619,0.014184885286134279,0.025879141962112655,0.019549624149092906,0.008842443729903537,0.013968547641073081,0.023304357893624117,0.020034627751669552,0.0,0.0,0.0,0.07016746204023674,0.0,0.013043478260869565,0.012257169287696577,0.002312673450508788,0.007446808510638298,0.011625030917635419,0.020150759080861315,0.028185088467338738,0.0,0.020467474647538956,0.002543940795559667,0.011315854563442989,0.024031623049443278,0.00786308973172988,0.0,0.010999791098603976,0.007308048103607771,0.0,0.07763346751377365,0.004513974771209498,0.01999084540541629,0.0,0.013508632798708975,0.0,0.012950971322849213,0.002358926919518964,0.007308048103607771,0.010777058279370953,0.0,0.017452315911078934,0.026168789582295595,0.009453417391167063,0.02140993341010593,0.00012367054167697255,0.02572053249034489,0.03352326276066055,0.030620116815464102,0.008325624421831638,0.0003091763541924314,0.005642923219241443,0.021322849213691028,0.056810059666174195,0.00578168362627197,0.0457945151599949,0.007361680619739283,0.00425531914893617
F3,0.005924739791833467,0.0,0.22413906690410362,0.07931625691512281,0.070739108085491,0.0,0.0,0.0,0.02331673524525179,0.0,0.0,0.025291583297181425,0.0,0.007788637751985339,0.00024019215372297838,0.0,0.016216149462025334,0.0,0.0,0.018254603682946357,0.09862998523436953,0.01586192594882259,0.019467070296432624,0.0,0.0022417934347477983,0.0,0.00030543677458766036,0.026511068353766702,0.05753575370987077,0.0,0.005684547638110489,0.09226190971103089,0.0,0.033570705067413734,0.0,0.009367493995196157,0.0,0.003244134709111211,0.004163330664531626,0.049907672014214914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005844675740592474,0.017133706965572457,0.0,0.0,0.0,0.0,0.011191262111705246,0.0,0.003122497998398719,0.01305742211362248,0.0,0.059670534228237815,0.0,0.0
F7,0.012239634946251781,0.0,0.10285217902859965,0.2518955802825674,0.02846013005275725,0.0,0.0,0.005569948186528497,0.013594823057152115,0.006602914389799636,0.0,0.01464603565597365,0.005498063679920471,0.004098360655737705,0.0,0.0,0.013737097753491197,0.00713418336369156,0.007437765634486946,0.011787564766839379,0.04763913663089744,0.01833754887989153,0.022775276763215266,0.0,0.02509665870746309,0.0,0.001683937823834197,0.0341027492284606,0.05202943961544148,0.003491196114146934,0.0070593888715862725,0.024285873829320702,0.012538105080362788,0.0447062644909413,0.0055403764420157865,0.00713418336369156,0.013509411050394656,0.010473588342440802,0.014921147257849883,0.04563848227740184,0.001366120218579235,0.0,0.0032959911410603672,0.0,0.0,0.0,0.011658031088082901,0.008500303582270795,0.0006476683937823834,0.003111718275652702,0.0,0.0,0.0,0.001745598057073467,0.0025906735751295338,0.0,0.012143290831815421,0.013205828779599272,0.008430621226849885,0.044847044870403405,0.004629629629629629,0.007310434106917585
FT9,0.01620054570259209,0.01031718963165075,0.08600598619857606,0.03228610637336404,0.22323022337955634,0.0,0.01581299113501631,0.0,0.02830409556020922,0.0,0.0,0.002557980900409277,0.0,0.0,0.015092087312414734,0.017715007250631413,0.013704686237110138,0.008270804911323329,0.0,0.009123465211459755,0.08727095572016319,0.026258851298190403,0.001966955153422502,0.0,0.0,0.0,0.0,0.003639336634311641,0.03138487596643779,0.0,0.016639957580317784,0.12484241549606448,0.0,0.01833219645293315,0.003646112298380388,0.0,0.01065825375170532,0.00665075034106412,0.003154843110504775,0.020033760249365908,0.0,0.003245476003147128,0.012883556254917388,0.0,0.011542913970265436,0.0,0.0,0.010916601101494885,0.023511688490119066,0.016224830755987005,0.0,0.0,0.007588676671214188,0.0,0.0,0.0,0.007247612551159618,0.029790984851493542,0.0,0.043947225493026834,0.0,0.0
FC5,0.0,0.01609287277594381,0.0,0.0,0.0,0.1502467397104291,0.0027942518248175183,0.011005930656934306,0.0028512773722627737,0.049045707349225434,0.010891879562043795,0.006786040145985402,0.01571667170900958,0.0005132299270072993,0.007128193430656934,0.02605226462896441,0.008072469211922227,0.013458029197080291,0.0033811355951964554,0.024791712143493592,0.0,0.004255567214643815,0.00718521897810219,0.0048471715328467155,0.0075884468434933355,0.010150547445255474,0.030049371877257883,0.003763805807247187,0.011623411555603213,0.04466362945289941,0.0,0.0,0.04864120958998305,0.0,0.025908886299635166,0.0,0.0023901130931561153,0.019528972834324355,0.0,0.015425194502527127,0.010769417913635941,0.006023359185446735,0.007675949843368234,0.039854674411450075,0.0017677919708029197,0.011177007299270073,0.025400064433483197,0.022641801799329217,0.0,0.006074035263635815,0.020861430565874275,0.017660380545832556,0.016976193652349817,0.006153918900403302,0.0155341660220127,0.03230269546206158,0.024117325373239754,0.01095434371247497,0.03744884388863784,0.008161361781508687,0.04210093047183564,0.05149435523539869
FC1,0.004050279329608939,0.043200882446692505,0.0,0.0,0.015051504017984465,0.0035285285285285286,0.2190204170651098,0.005396597715033469,0.03449259315181103,0.032352324391430536,0.0,0.0067039106145251395,0.0,0.0,0.005930930930930931,0.02087087087087087,0.0,0.012273726240206687,0.008033033033033033,0.0045045045045045045,0.015915915915915915,0.0,0.036965037663361684,0.058545556729914267,0.0,0.014473132350227323,0.0012569832402234637,0.0,0.01036036036036036,0.0006006006006006006,0.002094972067039106,0.016456540339221903,0.0032001275018034795,0.00824022346368715,0.005855855855855856,0.0016516516516516516,0.006983240223463687,0.0,0.022119885248376867,0.0,0.029023436844665892,0.01833341721609878,0.0234016139044072,0.021973090408844598,0.0,0.05236381633029678,0.017875836730585334,0.0,0.013738738738738739,0.0,0.012237237237237237,0.0343797708322848,0.014426577415404231,0.009384384384384385,0.0,0.03877648598318989,0.022972972972972974,0.027777777777777776,0.024780646568356067,0.013116748032949151,0.005307262569832402,0.0
C3,0.008872756604154063,0.036112924399044496,0.0,0.004133897963299053,0.0,0.019661222020568664,0.007046715876511505,0.20658809351305207,0.02212430467381939,0.023593466424682397,0.018225735617039964,0.021080368906455864,0.01582980439604759,0.0,0.0,0.022397891963109356,0.0,0.0,0.008368622706190765,0.004537205081669692,0.0,0.009771629336846728,0.03802345238863822,0.011756681467878501,0.003226456946965114,0.05843011508599767,0.008771929824561403,0.01548508042629403,0.009332454984628898,0.014014922363379714,0.011393426093970559,0.00021958717610891525,0.03554303390569468,0.0,0.024875919297129744,0.0026462048082816648,0.0,0.0,0.0,0.01643476507360355,0.001008267795926598,0.0025252525252525255,0.0,0.01068763863682194,0.0,0.02094985202773414,0.018001166880674494,0.00898713322764455,0.0341806768067322,0.0,0.059482220612181946,0.0,0.04832870646016704,0.011052886634832504,0.009981851179673321,0.008135684948594284,0.012300867110304496,0.008014931927975406,0.0211939484803053,0.021080368906455864,0.012079088047682698,0.013510788465416415
T7,0.013349514563106795,0.017354368932038833,0.03923902250661959,0.017188879082082966,0.04242470211827008,0.006818181818181818,0.038970101500441306,0.025450959841129744,0.312418634157105,0.0,0.01104368932038835,0.0,0.0,0.007281553398058253,0.013636363636363636,0.013778409090909091,0.0,0.015625,0.0,0.0,0.025485436893203883,0.0,0.030028133274492497,0.0004261363636363636,0.0,0.001941747572815534,0.001092233009708738,0.0,0.002130681818181818,0.0,0.03099486981465137,0.08608506178287731,0.0,0.04616753089143866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017897727272727273,0.01529126213592233,0.0,0.0,0.019802239629302734,0.004403409090909091,0.004829545454545454,0.021164772727272727,0.006534090909090909,0.021044792586054722,0.0329407546337158,0.00837378640776699,0.021844660194174758,0.0,0.0,0.0,0.01941747572815534,0.0,0.007524271844660194,0.0,0.0
TP9,0.0,0.011659600242277407,0.0,0.004660173840192691,0.0,0.03844886830964443,0.013849249073873741,0.008631132646880679,0.0,0.1379504492718516,0.007499001452484647,0.00010472300764477956,0.0028013325257419744,0.0,0.006254369140926913,0.004126287098728043,0.003805751284823175,0.02607069681522174,0.013552392489400364,0.010315216253010786,0.0,0.006366509499696138,0.010269911341920367,0.008281946273608426,0.004450727824903131,0.0145232210742018,0.04549040036982255,0.008476541729137334,0.0,0.044463681984832734,0.0,0.0,0.04830764987299084,0.0,0.011205330102967898,0.021149060356797818,0.01310840991084336,0.02222672892706363,0.006158474802952974,0.0028770442156268927,0.009083646566763075,0.0,0.00425012633679617,0.06847107865776185,0.0,0.010048437403962945,0.014451775054979578,0.011221968597179176,0.0020442156268927923,0.0,0.014387698814346532,0.005916849931930045,0.02061236683575214,0.010649881109891351,0.00643549364021805,0.06640987963577706,0.010477224521878577,0.0,0.09230860966474747,0.0,0.04942460146425726,0.046721264396797066
CP5,0.0,0.05962828639861655,0.0,0.0,0.0,0.022422062350119905,0.0,0.02529716549832368,0.01386772325510515,0.022947250246130434,0.2475812340070035,0.015239256324291375,0.0,0.0,0.0,0.048345608791844914,0.0037170263788968826,0.0,0.0,0.0,0.0,0.008106261105105553,0.013085660700333363,0.0065528802194452914,0.0,0.032455888382862744,0.007194244604316547,0.0,0.019424460431654675,0.013189448441247002,0.0,0.008991161231331911,0.031107744100361285,0.0,0.09072199722696697,0.008872901678657074,0.02515811185248692,0.006474820143884892,0.0,0.0,0.0,0.0,0.0,0.003117505995203837,0.0,0.045362040145390546,0.0038098140810728437,0.0,0.004266991770801585,0.0,0.0,0.01664960016138263,0.03352636391344102,0.0,0.00011990407673860912,0.03457794568977551,0.02985611510791367,0.017220359646449253,0.026304564394811488,0.015239256324291375,0.02446043165467626,0.015107913669064749
CP1,0.0,0.036290322580645164,0.0417518631117329,0.019754084945339756,0.004726160689463442,0.01626355296080067,0.005600358422939068,0.021505376344086023,0.0,0.0,0.011200716845878136,0.22048839983140073,0.010008340283569641,0.0,0.04628857381150959,0.019489247311827957,0.03303025071669641,0.026800260671228412,0.010147345009730331,0.0382262996941896,0.014178482068390326,0.02584264141862544,0.026545698924731184,0.0114247311827957,0.04574395179973754,0.03136200716845878,0.0016680567139282735,0.013778656646368986,0.0114247311827957,0.0,0.0,0.0,0.0,0.0,0.025201612903225805,0.01153673835125448,0.015232974910394265,0.0,0.0,0.04267445093133167,0.0,0.0,0.0,0.0,0.003336113427856547,0.010080645161290322,0.0,0.014023876677398428,0.0,0.004170141784820684,0.0,0.0,0.0,0.0,0.014178482068390326,0.0012510425354462051,0.03145056663109341,0.006384408602150538,0.0,0.06152024088173837,0.007078311227097851,0.008340283569641367
Pz,0.0,0.0,0.0,0.008874554714516408,0.0,0.06377269503404005,0.0,0.03013435700575816,0.0,0.014587332053742802,0.0,0.01381957773512476,0.17665612139814635,0.005182341650671785,0.0,0.005741127348643006,0.04393970964781875,0.0,0.02244258872651357,0.0,0.0,0.0,0.022648752399232246,0.0,0.02181478127416763,0.0,0.021353367339987737,0.06659697706754715,0.024530271398747392,0.04240420101058267,0.0,0.0,0.04082521568046033,0.0,0.025897483160294762,0.0,0.02035490605427975,0.018618042226487524,0.010438413361169102,0.0586821152513033,0.0,0.0,0.0,0.01362763915547025,0.0,0.0,0.0,0.01036468330134357,0.0,0.0,0.0,0.0,0.02244258872651357,0.0,0.06622441987666243,0.0,0.03496868475991649,0.008872651356993737,0.01017274472168906,0.013308977035490605,0.030760261100581426,0.029942418426103647
P3,0.0,0.0,0.06451612903225806,0.03354838709677419,0.0,0.012528473804100227,0.0,0.0,0.04,0.0,0.0,0.0,0.030751708428246014,0.39716511132338894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008387096774193548,0.0,0.02733485193621868,0.0,0.0,0.05913880520243957,0.1030964802704093,0.08997722095671981,0.03096774193548387,0.0,0.0,0.0,0.04387096774193548,0.0,0.0,0.0193621867881549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004516129032258065,0.0,0.03483870967741935
P7,0.0,0.0,0.0005289885738468049,0.0,0.019149386373254338,0.013224714346170122,0.008358019466779517,0.00018737118231216038,0.009944985188319933,0.011242270938729624,0.0,0.035653829877274654,0.0,0.0,0.24924833469203211,0.010368176047397376,0.032297483112607224,0.046152305414868575,0.028194863016441325,0.05615565081909277,0.01115005228234831,0.011804384485666104,0.000936855911560802,0.0,0.01502327549724926,0.012085441259134345,0.04094060333520704,0.0189244894135282,0.0,0.010399100618324901,0.0,0.0,0.008993816750983699,0.0,0.0,0.035023821038397934,0.0011637748624629708,0.02977540594248141,0.04189250523993066,0.0,0.014681935633915247,0.018640677181496545,0.006464305789769534,0.005527449878208732,0.018580850030817525,0.0,0.0,0.009087502342139779,0.0,0.014600084638171815,0.0,0.0026449428692340246,0.016997373235227906,0.0,0.0,0.022452883839144337,0.026343630977570885,0.0099306726625445,0.020421714409050086,0.0,0.026794079070638934,0.02801199175566798
O1,0.0,0.0793284271832477,0.0,0.0,0.017243490364840186,0.03302837382854951,0.023712043671102013,0.011451667228022903,0.008444216990788126,0.00895598771750256,0.01852398013867625,0.009879869765353093,0.0011227124733355787,0.0,0.008870692596383487,0.17828472976586562,0.0,0.020044353462981918,0.009041282838621632,0.0040417649040080834,0.02396792903445923,0.01841248456270349,0.00827813713387019,0.009861483481245244,0.0,0.009655327270685977,0.0,0.024026046929381387,0.026444590232355517,0.0011227124733355787,0.0,0.02718682153893428,0.0,0.0,0.057414906840720425,0.0023576961940047153,0.007847151142954622,0.010576595018764927,0.03494212744705641,0.0,0.0127942681678608,0.004595795355601651,0.00025588536335721597,0.0023015605703379364,0.0,0.004959585223816811,0.014707533400696082,0.024366796485323895,0.03438309822447102,0.003929493656674526,0.01982150595388099,0.018756336804089203,0.023744305853997505,0.01032070965540771,0.001852475581003705,0.017656090071647902,0.00973751970636185,0.05744392269532812,0.0033265097236438077,0.03845290221174357,0.002526103065005052,0.0
Oz,0.0,0.0,0.020336244483865316,0.017274657402045937,0.01433218829715645,0.013710937511986595,0.0,0.0,0.0,0.009036415157621602,0.003279014308426073,0.024241323393627626,0.019627060044819504,0.0,0.030759345554212544,0.0,0.17112487415035185,0.006272920285659139,0.03878016057203018,0.01330490842012011,0.026406677633728965,0.042018765674629296,0.013418560510167854,0.0,0.021231422505307854,0.0051669316375198724,0.04235245327414679,0.025758404270955788,0.002484101748807631,0.04542065695587614,0.0,0.005949761710346198,0.011141759713322097,0.0,0.020466390127311822,0.00724500429446102,0.008299556070256708,0.021860095389507155,0.020439118228552475,0.046375844661719526,0.0,0.0,0.0,0.012262688452272567,0.0,0.0,0.0,0.0448422702309926,0.0,0.02104738513505842,0.0,0.0,0.011484269446052886,0.004632310364794441,0.005527239065080954,0.0034777424483306836,0.041590278500169844,0.0055008685581933985,0.013910969793322734,0.008878594865856012,0.046650174647551945,0.03207965450378339
