,entorhinal-lh,frontalpole-lh,fusiform-lh,middletemporal-lh,parahippocampal-lh,temporalpole-lh,temporalpole-rh,transversetemporal-lh
entorhinal-lh,0.26785714285714285,0.07142857142857142,0.30357142857142855,0.0,0.0,0.17857142857142858,0.0,0.17857142857142858
frontalpole-lh,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.0,0.0,0.3076923076923077,0.0,0.0
fusiform-lh,0.2,0.047058823529411764,0.36470588235294116,0.0,0.0,0.1411764705882353,0.0,0.24705882352941178
middletemporal-lh,0.0,0.0,0.0,0.34375,0.375,0.0,0.25,0.03125
parahippocampal-lh,0.0,0.0,0.0,0.3333333333333333,0.4358974358974359,0.0,0.20512820512820512,0.02564102564102564
temporalpole-lh,0.2,0.1,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.03333333333333333
temporalpole-rh,0.0,0.0,0.0,0.3181818181818182,0.3181818181818182,0.0,0.3181818181818182,0.045454545454545456
transversetemporal-lh,0.19444444444444445,0.027777777777777776,0.3611111111111111,0.0,0.0,0.06944444444444445,0.0,0.3472222222222222
