,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,parsopercularis-rh,parsorbitalis-rh,pericalcarine-lh,posteriorcingulate-lh,rostralanteriorcingulate-lh
frontalpole-rh,0.3141025641025641,0.07692307692307693,0.16025641025641027,0.15384615384615385,0.14102564102564102,0.0,0.0,0.15384615384615385
lateralorbitofrontal-rh,0.13953488372093023,0.627906976744186,0.046511627906976744,0.023255813953488372,0.09302325581395349,0.0,0.023255813953488372,0.046511627906976744
medialorbitofrontal-lh,0.22321428571428573,0.05357142857142857,0.3392857142857143,0.026785714285714284,0.03571428571428571,0.0,0.0,0.32142857142857145
parsopercularis-rh,0.25,0.05,0.04,0.4,0.26,0.0,0.0,0.0
parsorbitalis-rh,0.25316455696202533,0.10126582278481013,0.05063291139240506,0.27848101265822783,0.31645569620253167,0.0,0.0,0.0
pericalcarine-lh,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.08333333333333333
posteriorcingulate-lh,0.017543859649122806,0.0,0.0,0.03508771929824561,0.03508771929824561,0.0,0.9122807017543859,0.0
rostralanteriorcingulate-lh,0.19130434782608696,0.034782608695652174,0.2782608695652174,0.0,0.0,0.017391304347826087,0.008695652173913044,0.46956521739130436
