,cuneus-lh,entorhinal-lh,frontalpole-rh,lateraloccipital-lh,medialorbitofrontal-rh,parsorbitalis-rh,pericalcarine-lh,rostralanteriorcingulate-rh
cuneus-lh,0.4696969696969697,0.0,0.0,0.21212121212121213,0.0,0.24242424242424243,0.07575757575757576,0.0
entorhinal-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.4675324675324675,0.0,0.2727272727272727,0.0,0.0,0.2597402597402597
lateraloccipital-lh,0.0851063829787234,0.0,0.0,0.46808510638297873,0.0,0.20212765957446807,0.24468085106382978,0.0
medialorbitofrontal-rh,0.0,0.0,0.27835051546391754,0.0,0.44329896907216493,0.0,0.0,0.27835051546391754
parsorbitalis-rh,0.1134020618556701,0.0,0.0,0.23711340206185566,0.0,0.5257731958762887,0.12371134020618557,0.0
pericalcarine-lh,0.015151515151515152,0.0,0.0,0.25757575757575757,0.0,0.12121212121212122,0.6060606060606061,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.30434782608695654,0.0,0.33695652173913043,0.0,0.0,0.358695652173913
