,frontalpole-lh,lateralorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-lh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.27860696517412936,0.23383084577114427,0.0,0.08955223880597014,0.07960199004975124,0.18407960199004975,0.13432835820895522
medialorbitofrontal-rh,0.0,0.21551724137931033,0.2543103448275862,0.0,0.03017241379310345,0.1206896551724138,0.21120689655172414,0.16810344827586207
parahippocampal-rh,0.0,0.0,0.0,0.7706422018348624,0.0,0.12844036697247707,0.045871559633027525,0.05504587155963303
parsorbitalis-lh,0.0,0.1891891891891892,0.04054054054054054,0.0,0.7702702702702703,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.08771929824561403,0.14035087719298245,0.05263157894736842,0.0,0.34210526315789475,0.18421052631578946,0.19298245614035087
rostralanteriorcingulate-lh,0.0,0.1646586345381526,0.21285140562248997,0.012048192771084338,0.0,0.15261044176706828,0.26104417670682734,0.19678714859437751
rostralanteriorcingulate-rh,0.0,0.13963963963963963,0.19369369369369369,0.018018018018018018,0.0,0.18018018018018017,0.23873873873873874,0.22972972972972974
