,Fp1,FT9,Oz,O2,T8,Fp2,AF3,AF4
Fp1,0.5098039215686274,0.0,0.0,0.0,0.0,0.49019607843137253,0.0,0.0
FT9,0.0,0.5,0.0,0.0,0.0,0.0,0.0625,0.4375
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.504950495049505,0.0,0.0,0.0,0.0,0.49504950495049505,0.0,0.0
AF3,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.4
AF4,0.0,0.1568627450980392,0.0,0.0,0.0,0.0,0.0196078431372549,0.8235294117647058
