,FT9,FC1,C3,F8,Fp2,AF7,FC3,AF8
FT9,0.3463687150837989,0.35195530726256985,0.0,0.3016759776536313,0.0,0.0,0.0,0.0
FC1,0.34054054054054056,0.3675675675675676,0.0,0.2918918918918919,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.33540372670807456,0.33540372670807456,0.0,0.32919254658385094,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
