,Fp1,FT9,Oz,O2,T8,Fp2,AF3,AF4
Fp1,0.3862433862433862,0.0,0.2222222222222222,0.0,0.0,0.3915343915343915,0.0,0.0
FT9,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857
Oz,0.336,0.0,0.328,0.0,0.0,0.336,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.06666666666666667,0.0,0.0,0.26666666666666666,0.0,0.3333333333333333,0.3333333333333333
Fp2,0.3854166666666667,0.0,0.21875,0.0,0.0,0.3958333333333333,0.0,0.0
AF3,0.0,0.007407407407407408,0.0,0.0,0.02962962962962963,0.0,0.4740740740740741,0.4888888888888889
AF4,0.0,0.006711409395973154,0.0,0.0,0.026845637583892617,0.0,0.436241610738255,0.5302013422818792
