,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.5151515151515151,0.48484848484848486,0.0,0.0,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.42168674698795183,0.5421686746987951,0.03614457831325301,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.03333333333333333,0.13333333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
precentral-rh,0.0,0.0,0.0,0.5862068965517241,0.0,0.3275862068965517,0.0,0.08620689655172414
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
superiorfrontal-rh,0.0,0.0,0.0,0.3064516129032258,0.0,0.5,0.11290322580645161,0.08064516129032258
superiortemporal-lh,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.7619047619047619,0.0
supramarginal-lh,0.0,0.0,0.0,0.35714285714285715,0.0,0.35714285714285715,0.0,0.2857142857142857
