,entorhinal-lh,entorhinal-rh,fusiform-lh,insula-rh,temporalpole-lh,temporalpole-rh,transversetemporal-lh,transversetemporal-rh
entorhinal-lh,0.41025641025641024,0.0,0.0,0.23076923076923078,0.0,0.10256410256410256,0.2564102564102564,0.0
entorhinal-rh,0.0,0.41304347826086957,0.21739130434782608,0.0,0.10869565217391304,0.0,0.0,0.2608695652173913
fusiform-lh,0.0,0.22727272727272727,0.5227272727272727,0.0,0.045454545454545456,0.0,0.0,0.20454545454545456
insula-rh,0.2619047619047619,0.0,0.0,0.47619047619047616,0.0,0.19047619047619047,0.07142857142857142,0.0
temporalpole-lh,0.0,0.15555555555555556,0.08888888888888889,0.0,0.35555555555555557,0.13333333333333333,0.0,0.26666666666666666
temporalpole-rh,0.043478260869565216,0.0,0.0,0.13043478260869565,0.17391304347826086,0.45652173913043476,0.15217391304347827,0.043478260869565216
transversetemporal-lh,0.25,0.0,0.0,0.03125,0.0,0.21875,0.5,0.0
transversetemporal-rh,0.0,0.27450980392156865,0.19607843137254902,0.0,0.19607843137254902,0.0,0.0,0.3333333333333333
