,frontalpole-lh,frontalpole-rh,isthmuscingulate-lh,isthmuscingulate-rh,parahippocampal-rh,parsorbitalis-lh,pericalcarine-lh,pericalcarine-rh
frontalpole-lh,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-lh,0.0,0.0,0.8214285714285714,0.03571428571428571,0.03571428571428571,0.0,0.03571428571428571,0.07142857142857142
isthmuscingulate-rh,0.0,0.0,0.017241379310344827,0.25862068965517243,0.29310344827586204,0.0,0.29310344827586204,0.13793103448275862
parahippocampal-rh,0.0,0.0,0.017857142857142856,0.25,0.30357142857142855,0.0,0.2857142857142857,0.14285714285714285
parsorbitalis-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pericalcarine-lh,0.0,0.0,0.01694915254237288,0.2542372881355932,0.3050847457627119,0.0,0.288135593220339,0.13559322033898305
pericalcarine-rh,0.0,0.0,0.021739130434782608,0.17391304347826086,0.17391304347826086,0.0,0.17391304347826086,0.45652173913043476
