,Fp1,TP9,TP10,FT10,POz,C6,AF8,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.49557522123893805,0.0,0.0,0.504424778761062,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.3352941176470588,0.0,0.0,0.6647058823529411,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
