,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,lateralorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh
caudalanteriorcingulate-lh,0.21428571428571427,0.21428571428571427,0.0,0.17857142857142858,0.0,0.21428571428571427,0.0,0.17857142857142858
caudalanteriorcingulate-rh,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2
frontalpole-lh,0.0,0.0,0.36363636363636365,0.0,0.45454545454545453,0.0,0.18181818181818182,0.0
lateralorbitofrontal-lh,0.17647058823529413,0.17647058823529413,0.0,0.29411764705882354,0.0,0.17647058823529413,0.0,0.17647058823529413
medialorbitofrontal-rh,0.0,0.0,0.36363636363636365,0.0,0.45454545454545453,0.0,0.18181818181818182,0.0
parahippocampal-rh,0.21428571428571427,0.21428571428571427,0.0,0.17857142857142858,0.0,0.21428571428571427,0.0,0.17857142857142858
parsorbitalis-rh,0.0,0.0,0.23076923076923078,0.0,0.23076923076923078,0.0,0.5384615384615384,0.0
rostralanteriorcingulate-lh,0.19047619047619047,0.19047619047619047,0.0,0.23809523809523808,0.0,0.19047619047619047,0.0,0.19047619047619047
